176,175
26,75
178,41
106,214
33,54
10,19
199,189
170,218
79,128
205,110
181,99
228,205
135,215
185,89
189,178
109,77
5,209
59,166
57,4
149,209
69,122
34,79
93,124
10,60
50,124
134,24
94,212
200,175
47,67
4,30
55,187
199,95
42,96
45,107
85,198
212,101
209,89
26,114
161,156
222,78
159,78
11,164
94,164
122,107
1,139
127,15
226,28
157,228
48,97
47,152
162,226
120,112
219,173
29,26
214,157
15,27
197,147
70,72
139,92
0,204
29,50
26,174
91,150
88,216
92,29
233,89
60,95
43,229
184,94
149,168
160,204
113,97
38,225
151,197
27,141
164,194
47,85
5,148
46,21
144,1
87,109
136,107
84,42
10,136
62,27
126,154
206,108
147,228
131,176
192,35
115,153
82,5
32,60
176,223
138,24
134,218
45,69
94,161
174,29
123,231
113,99
20,30
194,119
64,93
43,78
221,220
152,206
23,233
60,202
63,209
3,42
167,45
77,91
48,160
115,218
114,149
227,190
219,71
45,224
141,29
173,199
114,183
196,99
125,39
72,24
216,117
92,155
214,52
121,82
38,222
7,53
24,218
141,143
12,27
20,136
51,114
30,91
63,28
169,83
112,210
79,176
98,162
217,204
86,54
224,155
193,215
64,116
223,32
147,229
207,92
217,31
230,168
173,189
125,57
74,122
60,71
182,96
178,66
59,208
179,106
40,157
25,184
84,11
13,72
164,20
31,217
119,32
55,205
77,226
210,99
17,183
115,120
116,149
102,213
83,173
16,194
32,148
69,177
229,28
162,112
201,181
217,66
0,4
156,231
220,117
72,151
175,169
49,92
159,189
59,27
154,59
147,74
15,150
7,182
0,191
136,123
102,230
193,219
5,33
66,194
33,2
35,221
121,212
188,181
204,42
99,78
203,63
42,168
169,173
95,182
194,22
198,43
63,80
155,65
108,159
129,32
171,197
33,15
200,173
17,81
19,222
108,193
29,76
205,143
15,167
179,111
45,197
201,12
102,116
163,121
152,159
66,111
225,89
78,179
169,123
23,155
143,20
90,185
215,1
44,125
135,76
219,128
24,166
131,161
113,198
133,173
70,20
150,87
106,175
58,145
81,96
116,43
36,114
120,68
35,145
227,224
2,49
16,113
25,79
21,92
75,169
72,221
99,169
39,28
33,0
173,1
103,96
19,35
185,213
106,42
4,100
108,17
132,195
167,160
12,53
19,104
33,93
65,229
106,65
186,219
109,16
7,79
231,114
38,191
1,14
85,65
49,146
75,20
188,127
188,100
20,153
105,229
151,207
52,133
61,74
205,213
19,186
167,176
104,85
93,50
131,94
147,62
151,34
115,2
137,143
130,183
198,209
131,217
196,38
64,81
231,64
3,232
27,175
173,73
121,166
186,53
170,73
33,162
179,209
84,175
68,40
163,191
72,2
23,59
24,12
227,175
44,116
66,14
24,143
119,5
105,22
175,176
6,25
3,219
72,143
157,17
116,31
59,91
191,3
40,145
49,66
43,38
187,29
37,184
192,165
165,158
163,217
9,93
102,214
197,79
85,215
131,143
78,102
144,70
15,166
44,159
67,97
36,189
46,65
93,184
133,81
101,226
44,99
192,176
